Compound,Date,Media Sources,Negative,Neutral,Positive,Tweet,Tweets Ago
0.5994,Sun Feb 03 02:00:17 +0000 2019,@nytimes,0.0,0.83,0.17,"Kelly Rowland talks her new role as Gladys Knight in ""American Soul,"" and the politics of the Super Bowl https://t.co/i2p9TYHBkZ",13
0.0,Sun Feb 03 01:48:02 +0000 2019,@nytimes,0.0,1.0,0.0,RT @NYTSports: A playbook for dining in Atlanta during the @SuperBowl https://t.co/IFQYwnV2hJ https://t.co/qH4e33WZHm,14
-0.3182,Sun Feb 03 01:35:02 +0000 2019,@nytimes,0.091,0.909,0.0,"RT @NYTNational: Due to the shutdown, the cause of some deadly transportation accidents may never be known: “Trying to go back after the fa…",15
0.0,Sun Feb 03 01:15:09 +0000 2019,@nytimes,0.0,1.0,0.0,"""When a theater bypasses paper playbills, it is outsourcing a job to its audience members — saying that if they wan… https://t.co/EKqtBOUjoN",16
-0.2737,Sun Feb 03 01:00:14 +0000 2019,@nytimes,0.163,0.717,0.119,A 1968 unredacted report about one of the Vietnam's worst friendly-fire incidents does not show the chaos on the gr… https://t.co/cNtcxff64j,17
0.0,Sun Feb 03 00:46:02 +0000 2019,@nytimes,0.0,1.0,0.0,"Los Angeles bet on the Rams team culture, and its research, when adding Aqib Talib, Ndamukong Suh, Dante Fowler and… https://t.co/V8YrJY7zPV",18
-0.34,Sun Feb 03 00:31:04 +0000 2019,@nytimes,0.124,0.876,0.0,"RT @nytopinion: .@Martin_Dempsey is a ""balm in an inflamed social media universe,"" writes @giacomonyt. His Twitter account dispenses mini-s…",19
0.7964,Sun Feb 03 00:15:08 +0000 2019,@nytimes,0.0,0.552,0.448,"Did that really happen? In the NFL playoffs, yes, yes and yes. https://t.co/7YAxmcxDzE",20
0.0,Sun Feb 03 00:00:16 +0000 2019,@nytimes,0.0,1.0,0.0,"To understand what holds back working moms in Japan, look inside their homes, says @MotokoRich. Women who work more… https://t.co/KFsLZjnNBH",21
0.296,Sat Feb 02 23:30:16 +0000 2019,@nytimes,0.058,0.833,0.108,"Candice Payne not only used her credit card to pay for hotel rooms for homeless people in Chicago, she also arrange… https://t.co/XQzrCi0ZEP",22
0.0,Sat Feb 02 23:00:14 +0000 2019,@nytimes,0.0,1.0,0.0,"The most negotiable part of Buffalo wings, it turns out, are the wings. Here's our one-pan recipe for Buffalo cauli… https://t.co/XFdu7zRTng",23
-0.3182,Sat Feb 02 22:45:05 +0000 2019,@nytimes,0.108,0.892,0.0,"A reporter was initially skeptical about a wedding between a woman and her dog. It turned out that the bride, who i… https://t.co/Wy7gQHL7SX",24
0.0,Sat Feb 02 22:31:05 +0000 2019,@nytimes,0.0,1.0,0.0,"Rod Nordland writes in a news analysis, ""Experts also see lessons from Vietnam for the American experience in Afgha… https://t.co/1JoacCn5JN",25
-0.128,Sat Feb 02 22:15:05 +0000 2019,@nytimes,0.105,0.813,0.081,"For hundreds of retired N.F.L. players, there has been no escape from a dependence on painkillers that routinely go… https://t.co/hT6Rng6tVx",26
0.6724,Sat Feb 02 22:00:09 +0000 2019,@nytimes,0.0,0.771,0.229,"Jackie Robinson ""showed us all how to be strong enough not to fight back but rather to fight on and on and on,"" wri… https://t.co/JnxDPkKIE0",27
-0.6808,Sat Feb 02 21:48:23 +0000 2019,@nytimes,0.204,0.796,0.0,A witness claims in recently unsealed court documents that El Chapo once raped one of his mistresses and routinely… https://t.co/dtMaEP96LR,28
-0.4891,Sat Feb 02 21:45:03 +0000 2019,@nytimes,0.212,0.698,0.089,"""Fans in 44 American states mostly despise Brady and pray to the football gods that his Patriots never win another… https://t.co/LR5VhJ4Gfh",29
0.0,Sat Feb 02 21:30:05 +0000 2019,@nytimes,0.0,1.0,0.0,"In Opinion

Brent Staples writes, ""As the push for white women’s rights neared its goal — a constitutional amendmen… https://t.co/31vtuIHczv",30
0.3612,Sat Feb 02 21:16:06 +0000 2019,@nytimes,0.0,0.894,0.106,"RT @noamscheiber: “He straight-up told me he had been convicted of murder,” one classmate, Allyson Page, recalled. “I was like, ‘O.K., that…",31
0.3182,Sat Feb 02 21:00:08 +0000 2019,@nytimes,0.0,0.887,0.113,Sweating through winter in an overenthusiastically heated New York City apartment? Here are some ways to cool thing… https://t.co/fhMYd91nUu,32
0.0,Sat Feb 02 20:46:03 +0000 2019,@nytimes,0.0,1.0,0.0,RT @stanfordc: It's time to face the news quiz: https://t.co/hDRQ1HNljh https://t.co/jVMmHV26gk,33
0.4404,Sat Feb 02 20:31:07 +0000 2019,@nytimes,0.0,0.879,0.121,"The official line from the White House is that President Trump’s glow, even in winter, is the result of ""good genes… https://t.co/yLABCnDKsL",34
0.7311,Sat Feb 02 20:16:06 +0000 2019,@nytimes,0.0,0.745,0.255,"The Rams were Super Bowl contenders all season, but faith in the Patriots turned Sean McVay’s team into underdogs.… https://t.co/ALljoS1gAq",35
0.0,Sat Feb 02 20:10:38 +0000 2019,@nytimes,0.0,1.0,0.0,"Gov. Ralph Northam of Virginia says he is ""not either of the people in that photo,"" which showed one person in blac… https://t.co/LzifNWENqn",36
0.0,Sat Feb 02 20:00:11 +0000 2019,@nytimes,0.0,1.0,0.0,RT @NYTmag: This is not a letter of recommendation but you should still wrap a whole wheel of cheese in puff pastry and bake it: https://t.…,37
-0.5994,Sat Feb 02 19:45:02 +0000 2019,@nytimes,0.17,0.83,0.0,A TSA agent clocked out and then jumped to his death from the balcony of a hotel inside Orlando International Airpo… https://t.co/GBBnVrk3OG,38
-0.4767,Sat Feb 02 19:31:44 +0000 2019,@nytimes,0.129,0.871,0.0,"RT @anniecorreal: Rally outside MDC Brooklyn, where we first reported poor heating and a power issue that has kept inmates confined to cold…",39
0.4019,Sat Feb 02 19:30:06 +0000 2019,@nytimes,0.0,0.881,0.119,"When he was sworn in as Virginia's lieutenant governor in 2018, Justin Fairfax had the papers that freed his great-… https://t.co/nYP2NfZ6Ex",40
0.3182,Sat Feb 02 19:15:09 +0000 2019,@nytimes,0.0,0.864,0.136,RT @anniecorreal: Yesterday we reported on power and heat issues at the MDC. A judge issued a court order to allow the federal defender Dei…,41
0.0,Sat Feb 02 19:07:54 +0000 2019,@nytimes,0.0,1.0,0.0,"RT @JesseDrucker: Burning through cash, lending tens of millions to his campaign, Trump sought a golf loan from Deutsche Bank in 2016. DB s…",42
0.765,Sat Feb 02 19:00:16 +0000 2019,@nytimes,0.0,0.761,0.239,"Often, the Super Bowl host city is merely a prop for the game and parties. But Atlanta, and what it has stood for,… https://t.co/f1UIK17VTo",43
0.0,Sat Feb 02 18:57:51 +0000 2019,@nytimes,0.0,1.0,0.0,"During the 2016 campaign, Donald Trump asked to borrow millions from Deutsche Bank, a loan request that was never d… https://t.co/Vi7e81gyZW",44
0.0,Sat Feb 02 18:45:03 +0000 2019,@nytimes,0.0,1.0,0.0,What would Medicare for All mean for private insurance plans? Many Democratic presidential candidates in the U.S. s… https://t.co/8Gt1Rf9kW1,45
0.0,Sat Feb 02 18:30:11 +0000 2019,@nytimes,0.0,1.0,0.0,"RT @nytimesworld: Is Gibraltar ""a colony of the British crown""? The European Union would never have said so. Brexit is changing that. https…",46
0.5423,Sat Feb 02 18:15:09 +0000 2019,@nytimes,0.0,0.8,0.2,"Want to experience a wine festival that only takes place a few times each century, and some rarely exported Swiss w… https://t.co/dGgaa1VM8B",47
0.7506,Sat Feb 02 18:00:08 +0000 2019,@nytimes,0.085,0.63,0.285,"""The Patriots win a Super Bowl when someone they found languishing on the waiver wire — or ignored until the bottom… https://t.co/NLAITSdBsk",48
0.1531,Sat Feb 02 17:45:05 +0000 2019,@nytimes,0.129,0.67,0.201,"Attacks by settlers on Palestinians, their property and Israeli security forces increased by 50 percent last year.… https://t.co/E6r5Pdv7CA",49
0.0,Sat Feb 02 17:35:22 +0000 2019,@nytimes,0.0,1.0,0.0,"Go behind the byline. Our Tokyo bureau chief @motokorich reported this story on Japan's working moms.

2 words sum… https://t.co/NyULUq4Li8",50
0.0772,Sat Feb 02 17:30:06 +0000 2019,@nytimes,0.165,0.658,0.177,"""Being black and queer presents a unique challenge: We have to fight twice as hard for acceptance, and often within… https://t.co/xUGogAtlo3",51
-0.844,Sat Feb 02 17:20:08 +0000 2019,@nytimes,0.313,0.687,0.0,"Japan needs moms in the workplace, but many are stuck in limited roles as they shoulder most of the burden at home… https://t.co/87L0Iy9oqj",52
-0.7964,Sat Feb 02 17:15:08 +0000 2019,@nytimes,0.351,0.649,0.0,Russia says it will build weapons previously banned under a nuclear disarmament treaty and will no longer initiate… https://t.co/838RWVtqHm,53
0.5994,Sat Feb 02 17:00:14 +0000 2019,@nytimes,0.0,0.83,0.17,"Whatever jersey you’re wearing for Super Bowl LIII, here are some recipes for food to sustain you through thrilling… https://t.co/0nrXdJZ2kL",54
-0.4019,Sat Feb 02 16:53:44 +0000 2019,@nytimes,0.101,0.899,0.0,"RT @jmartNYT: STORY: Northam, hunkered down w advisers, is refusing to quit, making case he does not think it was him in the photo. And he'…",55
-0.2023,Sat Feb 02 16:45:07 +0000 2019,@nytimes,0.121,0.792,0.088,"RT @NYTNational: Henry Ford's anti-Semitism is well known. So why did the mayor of Dearborn, Mich., block a magazine's effort to spotlight…",56
-0.3182,Sat Feb 02 16:30:05 +0000 2019,@nytimes,0.108,0.892,0.0,"While international attention has turned to the power struggle for the presidency of Venezuela, the people of the c… https://t.co/kB0aIivwxE",57
0.0,Sat Feb 02 16:20:43 +0000 2019,@nytimes,0.0,1.0,0.0,Gov. Ralph Northam of Virginia is calling state Democrats to say that he was not one of the men depicted in a recen… https://t.co/S31LpbPiOu,58
-0.25,Sat Feb 02 16:15:06 +0000 2019,@nytimes,0.095,0.905,0.0,"Few times in Venezuela’s recent history has so much appeared to be hanging on a protest, as opposition leader Juan… https://t.co/aEt8QpVbfn",59
0.0,Sat Feb 02 16:00:14 +0000 2019,@nytimes,0.0,1.0,0.0,"“He upgraded the game, and he upgraded my Brooklyn Dodgers, and he upgraded life in America in his 10 years in the… https://t.co/teF5uzGIkp",60
-0.296,Sat Feb 02 15:45:02 +0000 2019,@nytimes,0.109,0.891,0.0,It's time for your weekend playlist — here are the songs that @nytimesmusic critics think you need to hear https://t.co/heEmN6ubie,61
-0.8074,Sat Feb 02 15:33:40 +0000 2019,@nytimes,0.332,0.618,0.05,Gov. Ralph Northam of Virginia is facing intense pressure to resign after admitting that he posed in a racist costu… https://t.co/Zv9aLjNwKc,62
0.25,Sat Feb 02 15:31:05 +0000 2019,@nytimes,0.2,0.56,0.24,"Late last year, distressed holiday bakers discovered Hershey’s Kisses were missing their tips. Now Hershey says the… https://t.co/HF9U9Wpn3o",63
0.5994,Sat Feb 02 15:15:08 +0000 2019,@nytimes,0.052,0.711,0.237,A special edition of the Overlooked obituaries series is highlighting a prominent group of black men and women whos… https://t.co/FnjjNSTzPX,64
-0.7184,Sat Feb 02 15:15:06 +0000 2019,@nytimes,0.245,0.693,0.062,New video shows the moment of a fatal dam collapse in Brazil. Vehicles are seen racing around to escape the wave of… https://t.co/rneuAe91RT,65
0.4754,Sat Feb 02 15:00:06 +0000 2019,@nytimes,0.0,0.877,0.123,"RT @NYTSports: New England has a reputation for insularity that it probably doesn't deserve. After all, it really likes Tom Brady and Big P…",66
-0.25,Sat Feb 02 14:49:12 +0000 2019,@nytimes,0.091,0.909,0.0,"Iran just banned walking dogs in public. The animals have traditionally been seen as impure under Islam, but in Teh… https://t.co/byRjq69jhy",67
-0.1901,Sat Feb 02 14:31:19 +0000 2019,@nytimes,0.074,0.926,0.0,"In Opinon

Yung In Chae and Johanna Hanink write, ""Perhaps the biggest mess is not in our closets but in our minds"" https://t.co/TXsJ6TvjE3",68
0.4404,Sat Feb 02 14:20:49 +0000 2019,@nytimes,0.09,0.745,0.165,Their love story almost came to an abrupt end when she confused him with an ex-con of the same name https://t.co/OTGTTAFO9f,69
0.7096,Sat Feb 02 14:00:11 +0000 2019,@nytimes,0.0,0.688,0.312,"The best movies and TV shows new to Netflix, Amazon and more in February https://t.co/PtQ16vmmH2",70
-0.6124,Sat Feb 02 13:45:02 +0000 2019,@nytimes,0.254,0.656,0.09,"Ralph Northam, the governor of Virginia, admits he was in a racist photo as calls for his resignation grow https://t.co/qdF6atpvPG",71
-0.0191,Sat Feb 02 13:30:10 +0000 2019,@nytimes,0.057,0.889,0.054,"They moved in, and they didn't want to leave. This Siberian cave was occupied by a mysterious human lineage for mor… https://t.co/VqcBrXwUke",72
0.0,Sat Feb 02 13:15:03 +0000 2019,@nytimes,0.0,1.0,0.0,"Chicken, cauliflower, olives, tomatoes, feta — this is a stew of extraordinary flavor and complexity, down to its h… https://t.co/6lVspGOuBj",73
0.0772,Sat Feb 02 13:00:11 +0000 2019,@nytimes,0.0,0.933,0.067,"Two hours to investigate a case, five minutes in a courtroom. Public defenders have little time to provide an effec… https://t.co/p71Q6QfekR",74
0.0624,Sat Feb 02 12:45:05 +0000 2019,@nytimes,0.076,0.84,0.084,"RT @motokorich: NEW: What it's like as a working Mom in Japan. They do it all, with the least help from Dads of any in the world's wealthie…",75
0.0,Sat Feb 02 12:30:02 +0000 2019,@nytimes,0.0,1.0,0.0,"""An 85-minute interview with the president offers plenty of clues for Trumpologists seeking to understand him and t… https://t.co/rKnwpGS5zG",76
0.0,Sat Feb 02 12:11:52 +0000 2019,@nytimes,0.0,1.0,0.0,RT @BellaKwai: More Indigenous Australians are becoming entrepreneurs as a way to take control over their destinies and represent their com…,77
-0.296,Sat Feb 02 11:54:14 +0000 2019,@nytimes,0.099,0.901,0.0,"2 new Pacific island resorts in Panama, No. 4 in our 52 Places To Go list, are expanding Panama’s west coast appeal https://t.co/EjBGKrU5RC",78
0.1779,Sat Feb 02 11:37:03 +0000 2019,@nytimes,0.0,0.918,0.082,The largest infrastructure project ever is growing in the middle of nowhere. China aims to make a remote Kazakh tow… https://t.co/nD4AGslFT9,79
0.0,Sat Feb 02 11:31:37 +0000 2019,@nytimes,0.0,1.0,0.0,Just over half of Japanese mothers go back to work after the birth of their first child. But they often have part-t… https://t.co/4iYxHcWnOx,80
-0.4404,Sat Feb 02 11:25:53 +0000 2019,@nytimes,0.162,0.838,0.0,Japanese women also shoulder a disproportionate burden at home. Cooking a typical dinner often involves preparing m… https://t.co/m3z2Ki8J3Q,81
-0.4404,Sat Feb 02 11:19:42 +0000 2019,@nytimes,0.178,0.822,0.0,"While Japanese women have entered the workforce at historic levels, many are stuck in limited roles. 

More than ha… https://t.co/jzK83svJZT",82
0.4588,Sat Feb 02 11:17:19 +0000 2019,@nytimes,0.0,0.857,0.143,"Japan’s prime minister, Shinzo Abe, has a goal of energizing his nation’s puttering economy by elevating women in t… https://t.co/9x7doeVrE2",83
0.0772,Sat Feb 02 11:12:05 +0000 2019,@nytimes,0.0,0.936,0.064,Many working moms in Japan face a unique challenge: Men do less housework than anywhere else in the developed world… https://t.co/fL4tIYOaSh,84
0.0,Sat Feb 02 11:00:03 +0000 2019,@nytimes,0.0,1.0,0.0,"RT @motokorich: To understand what really holds back working mothers in Japan, look inside their homes. Women who work more than 49 hours a…",85
0.5423,Sat Feb 02 10:47:10 +0000 2019,@nytimes,0.079,0.73,0.19,"RT @powellnyt: Behold the Knicks. Or Better Yet, Start Rooting for the Nets. ""When in doubt with the Knicks it is wisest to bank on inexpli…",86
-0.34,Sat Feb 02 10:30:00 +0000 2019,@nytimes,0.142,0.78,0.078,"RT @nytopinion: The likelihood of a nuclear accident or blunder seems to be growing by the day, writes @RachelBronson1 https://t.co/6wuy7H8…",87
0.4767,Sat Feb 02 10:04:03 +0000 2019,@nytimes,0.0,0.853,0.147,"""This Land,"" a new piece that melds art and environmental activism by David Opdyke, invites and rewards and present… https://t.co/YwbVgkBr8b",88
0.5719,Sat Feb 02 09:47:35 +0000 2019,@nytimes,0.0,0.837,0.163,"RT @puiwingtam: When Apple flexes its muscles, Facebook employees cannot look up the lunch menus in their cafeterias. 
Excellent @MikeIsaac…",89
0.0,Sat Feb 02 09:30:07 +0000 2019,@nytimes,0.0,1.0,0.0,RT @katie_thomas: Pro tip: Never suggest an idea to an editor that you're not willing to do yourself. https://t.co/HIxaXZLm4p,90
0.0,Sat Feb 02 09:03:20 +0000 2019,@nytimes,0.0,1.0,0.0,"For more and more people, taking a DNA test is just the first step. The second is heading to the airport so they ca… https://t.co/lJ50WvD4Pc",91
0.2732,Sat Feb 02 08:47:11 +0000 2019,@nytimes,0.0,0.89,0.11,"A new generation of fitness trackers aim to analyze sweat, producing a real-time snapshot of the wearer’s health or… https://t.co/JjBGKmXrR4",92
0.0,Sat Feb 02 08:30:06 +0000 2019,@nytimes,0.0,1.0,0.0,"RT @nytimesarts: ""If our current leaders read books about black kids when they were kids, we wouldn’t be where we are today. If they read b…",93
-0.7717,Sat Feb 02 08:04:02 +0000 2019,@nytimes,0.324,0.676,0.0,"In this virtual reality version of Shakespeare, you are the ghost of Hamlet’s murdered father https://t.co/1436rHtwxM",94
-0.4767,Sat Feb 02 07:47:10 +0000 2019,@nytimes,0.129,0.871,0.0,"“My family has been disappointed now for 97 years waiting for the subway."" Staten Island is the only New York City… https://t.co/Ixsod0wEM4",95
0.0,Sat Feb 02 07:30:07 +0000 2019,@nytimes,0.0,1.0,0.0,RT @zinoman: New column: Comics who sing. https://t.co/xpx42IyuK3,96
0.0,Sat Feb 02 07:03:58 +0000 2019,@nytimes,0.0,1.0,0.0,What photographers across North America’s frigid midsection saw this week https://t.co/5tSWxM7zz9,97
-0.1027,Sat Feb 02 06:46:54 +0000 2019,@nytimes,0.138,0.75,0.113,10 new books recommended by critics and editors at The New York Times https://t.co/9FEmjDJIT4,98
-0.5994,Sat Feb 02 06:30:08 +0000 2019,@nytimes,0.17,0.83,0.0,RT @NYTHealth: The official cause of Lamekia Dockery's death was sepsis from an untreated perforated ulcer. Read how @sarahmaslinnir obtain…,99
